dataset,category,run,stroke_count,num_svg_strokes,num_disconnected_strokes,disconnected_stroke_ratio,disconnected_stroke_percentage,num_disconnected_endpoints,disconnected_endpoint_ratio,threshold,samples_per_curve,svg_path
SDXL_semantic_overlap,bicycle_1,semantic_32_strokes,32,32,5,0.15625,15.625,6,0.09375,30.0,100,SDXL_semantic_overlap/bicycle_1/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_10,semantic_16_strokes,16,16,6,0.375,37.5,8,0.25,30.0,100,SDXL_semantic_overlap/bicycle_10/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_10,semantic_24_strokes,24,24,3,0.125,12.5,3,0.0625,30.0,100,SDXL_semantic_overlap/bicycle_10/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_10,semantic_32_strokes,32,32,3,0.09375,9.375,3,0.046875,30.0,100,SDXL_semantic_overlap/bicycle_10/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_2,semantic_16_strokes,16,16,1,0.0625,6.25,2,0.0625,30.0,100,SDXL_semantic_overlap/bicycle_2/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_2,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,1,0.020833333333333332,30.0,100,SDXL_semantic_overlap/bicycle_2/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_2,semantic_32_strokes,32,32,1,0.03125,3.125,1,0.015625,30.0,100,SDXL_semantic_overlap/bicycle_2/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_4,semantic_16_strokes,16,16,3,0.1875,18.75,3,0.09375,30.0,100,SDXL_semantic_overlap/bicycle_4/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_4,semantic_24_strokes,24,24,5,0.20833333333333334,20.833333333333336,5,0.10416666666666667,30.0,100,SDXL_semantic_overlap/bicycle_4/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_4,semantic_32_strokes,32,32,1,0.03125,3.125,1,0.015625,30.0,100,SDXL_semantic_overlap/bicycle_4/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_7,semantic_16_strokes,16,16,3,0.1875,18.75,3,0.09375,30.0,100,SDXL_semantic_overlap/bicycle_7/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_7,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,1,0.020833333333333332,30.0,100,SDXL_semantic_overlap/bicycle_7/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,bicycle_7,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/bicycle_7/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_0,semantic_16_strokes,16,16,8,0.5,50.0,9,0.28125,30.0,100,SDXL_semantic_overlap/elephant_0/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_0,semantic_24_strokes,24,24,3,0.125,12.5,3,0.0625,30.0,100,SDXL_semantic_overlap/elephant_0/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_0,semantic_32_strokes,32,32,4,0.125,12.5,4,0.0625,30.0,100,SDXL_semantic_overlap/elephant_0/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_2,semantic_16_strokes,16,16,7,0.4375,43.75,8,0.25,30.0,100,SDXL_semantic_overlap/elephant_2/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_2,semantic_24_strokes,24,24,4,0.16666666666666666,16.666666666666664,4,0.08333333333333333,30.0,100,SDXL_semantic_overlap/elephant_2/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_2,semantic_32_strokes,32,32,4,0.125,12.5,4,0.0625,30.0,100,SDXL_semantic_overlap/elephant_2/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_3,semantic_16_strokes,16,16,2,0.125,12.5,2,0.0625,30.0,100,SDXL_semantic_overlap/elephant_3/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_3,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,1,0.020833333333333332,30.0,100,SDXL_semantic_overlap/elephant_3/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_3,semantic_32_strokes,32,32,1,0.03125,3.125,1,0.015625,30.0,100,SDXL_semantic_overlap/elephant_3/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_4,semantic_16_strokes,16,16,7,0.4375,43.75,9,0.28125,30.0,100,SDXL_semantic_overlap/elephant_4/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_4,semantic_24_strokes,24,24,2,0.08333333333333333,8.333333333333332,2,0.041666666666666664,30.0,100,SDXL_semantic_overlap/elephant_4/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_4,semantic_32_strokes,32,32,2,0.0625,6.25,2,0.03125,30.0,100,SDXL_semantic_overlap/elephant_4/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_5,semantic_16_strokes,16,16,2,0.125,12.5,2,0.0625,30.0,100,SDXL_semantic_overlap/elephant_5/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_5,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/elephant_5/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,elephant_5,semantic_32_strokes,32,32,1,0.03125,3.125,1,0.015625,30.0,100,SDXL_semantic_overlap/elephant_5/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,fish_10,semantic_16_strokes,16,16,6,0.375,37.5,9,0.28125,30.0,100,SDXL_semantic_overlap/fish_10/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,fish_10,semantic_24_strokes,24,24,5,0.20833333333333334,20.833333333333336,6,0.125,30.0,100,SDXL_semantic_overlap/fish_10/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,fish_10,semantic_32_strokes,32,32,1,0.03125,3.125,1,0.015625,30.0,100,SDXL_semantic_overlap/fish_10/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,fish_12,semantic_16_strokes,16,16,6,0.375,37.5,7,0.21875,30.0,100,SDXL_semantic_overlap/fish_12/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,fish_12,semantic_24_strokes,24,24,6,0.25,25.0,6,0.125,30.0,100,SDXL_semantic_overlap/fish_12/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,fish_12,semantic_32_strokes,32,32,4,0.125,12.5,4,0.0625,30.0,100,SDXL_semantic_overlap/fish_12/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,fish_13,semantic_16_strokes,16,16,7,0.4375,43.75,9,0.28125,30.0,100,SDXL_semantic_overlap/fish_13/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,fish_13,semantic_24_strokes,24,24,7,0.2916666666666667,29.166666666666668,9,0.1875,30.0,100,SDXL_semantic_overlap/fish_13/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,fish_13,semantic_32_strokes,32,32,5,0.15625,15.625,6,0.09375,30.0,100,SDXL_semantic_overlap/fish_13/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,fish_5,semantic_16_strokes,16,16,2,0.125,12.5,3,0.09375,30.0,100,SDXL_semantic_overlap/fish_5/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,fish_5,semantic_24_strokes,24,24,3,0.125,12.5,4,0.08333333333333333,30.0,100,SDXL_semantic_overlap/fish_5/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,fish_5,semantic_32_strokes,32,32,3,0.09375,9.375,3,0.046875,30.0,100,SDXL_semantic_overlap/fish_5/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,fish_9,semantic_16_strokes,16,16,4,0.25,25.0,4,0.125,30.0,100,SDXL_semantic_overlap/fish_9/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,fish_9,semantic_24_strokes,24,24,4,0.16666666666666666,16.666666666666664,4,0.08333333333333333,30.0,100,SDXL_semantic_overlap/fish_9/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,fish_9,semantic_32_strokes,32,32,2,0.0625,6.25,2,0.03125,30.0,100,SDXL_semantic_overlap/fish_9/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,flower_0,semantic_16_strokes,16,16,14,0.875,87.5,20,0.625,30.0,100,SDXL_semantic_overlap/flower_0/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,flower_0,semantic_24_strokes,24,24,12,0.5,50.0,19,0.3958333333333333,30.0,100,SDXL_semantic_overlap/flower_0/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,flower_0,semantic_32_strokes,32,32,12,0.375,37.5,13,0.203125,30.0,100,SDXL_semantic_overlap/flower_0/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,flower_1,semantic_16_strokes,16,16,13,0.8125,81.25,18,0.5625,30.0,100,SDXL_semantic_overlap/flower_1/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,flower_1,semantic_24_strokes,24,24,10,0.4166666666666667,41.66666666666667,12,0.25,30.0,100,SDXL_semantic_overlap/flower_1/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,flower_1,semantic_32_strokes,32,32,6,0.1875,18.75,8,0.125,30.0,100,SDXL_semantic_overlap/flower_1/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,flower_5,semantic_16_strokes,16,16,7,0.4375,43.75,9,0.28125,30.0,100,SDXL_semantic_overlap/flower_5/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,flower_5,semantic_24_strokes,24,24,8,0.3333333333333333,33.33333333333333,10,0.20833333333333334,30.0,100,SDXL_semantic_overlap/flower_5/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,flower_5,semantic_32_strokes,32,32,3,0.09375,9.375,3,0.046875,30.0,100,SDXL_semantic_overlap/flower_5/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,flower_7,semantic_16_strokes,16,16,4,0.25,25.0,4,0.125,30.0,100,SDXL_semantic_overlap/flower_7/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,flower_7,semantic_24_strokes,24,24,5,0.20833333333333334,20.833333333333336,5,0.10416666666666667,30.0,100,SDXL_semantic_overlap/flower_7/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,flower_7,semantic_32_strokes,32,32,5,0.15625,15.625,5,0.078125,30.0,100,SDXL_semantic_overlap/flower_7/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,flower_9,semantic_16_strokes,16,16,13,0.8125,81.25,16,0.5,30.0,100,SDXL_semantic_overlap/flower_9/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,flower_9,semantic_24_strokes,24,24,14,0.5833333333333334,58.333333333333336,17,0.3541666666666667,30.0,100,SDXL_semantic_overlap/flower_9/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,flower_9,semantic_32_strokes,32,32,13,0.40625,40.625,14,0.21875,30.0,100,SDXL_semantic_overlap/flower_9/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_0,semantic_16_strokes,16,16,2,0.125,12.5,2,0.0625,30.0,100,SDXL_semantic_overlap/guitar_0/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_0,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/guitar_0/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_0,semantic_32_strokes,32,32,3,0.09375,9.375,3,0.046875,30.0,100,SDXL_semantic_overlap/guitar_0/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_10,semantic_16_strokes,16,16,3,0.1875,18.75,3,0.09375,30.0,100,SDXL_semantic_overlap/guitar_10/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_10,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,1,0.020833333333333332,30.0,100,SDXL_semantic_overlap/guitar_10/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_10,semantic_32_strokes,32,32,3,0.09375,9.375,3,0.046875,30.0,100,SDXL_semantic_overlap/guitar_10/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_12,semantic_16_strokes,16,16,3,0.1875,18.75,5,0.15625,30.0,100,SDXL_semantic_overlap/guitar_12/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_12,semantic_24_strokes,24,24,7,0.2916666666666667,29.166666666666668,8,0.16666666666666666,30.0,100,SDXL_semantic_overlap/guitar_12/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_12,semantic_32_strokes,32,32,4,0.125,12.5,4,0.0625,30.0,100,SDXL_semantic_overlap/guitar_12/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_3,semantic_16_strokes,16,16,2,0.125,12.5,4,0.125,30.0,100,SDXL_semantic_overlap/guitar_3/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_3,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/guitar_3/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_3,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/guitar_3/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_7,semantic_16_strokes,16,16,6,0.375,37.5,8,0.25,30.0,100,SDXL_semantic_overlap/guitar_7/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_7,semantic_24_strokes,24,24,2,0.08333333333333333,8.333333333333332,3,0.0625,30.0,100,SDXL_semantic_overlap/guitar_7/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,guitar_7,semantic_32_strokes,32,32,1,0.03125,3.125,1,0.015625,30.0,100,SDXL_semantic_overlap/guitar_7/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,horse_10,semantic_16_strokes,16,16,6,0.375,37.5,7,0.21875,30.0,100,SDXL_semantic_overlap/horse_10/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,horse_10,semantic_24_strokes,24,24,6,0.25,25.0,7,0.14583333333333334,30.0,100,SDXL_semantic_overlap/horse_10/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,horse_10,semantic_32_strokes,32,32,4,0.125,12.5,4,0.0625,30.0,100,SDXL_semantic_overlap/horse_10/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,horse_14,semantic_16_strokes,16,16,1,0.0625,6.25,1,0.03125,30.0,100,SDXL_semantic_overlap/horse_14/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,horse_14,semantic_24_strokes,24,24,7,0.2916666666666667,29.166666666666668,7,0.14583333333333334,30.0,100,SDXL_semantic_overlap/horse_14/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,horse_14,semantic_32_strokes,32,32,3,0.09375,9.375,3,0.046875,30.0,100,SDXL_semantic_overlap/horse_14/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,horse_3,semantic_16_strokes,16,16,8,0.5,50.0,10,0.3125,30.0,100,SDXL_semantic_overlap/horse_3/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,horse_3,semantic_24_strokes,24,24,3,0.125,12.5,4,0.08333333333333333,30.0,100,SDXL_semantic_overlap/horse_3/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,horse_3,semantic_32_strokes,32,32,3,0.09375,9.375,3,0.046875,30.0,100,SDXL_semantic_overlap/horse_3/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,horse_8,semantic_16_strokes,16,16,4,0.25,25.0,4,0.125,30.0,100,SDXL_semantic_overlap/horse_8/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,horse_8,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/horse_8/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,horse_8,semantic_32_strokes,32,32,1,0.03125,3.125,1,0.015625,30.0,100,SDXL_semantic_overlap/horse_8/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,horse_9,semantic_16_strokes,16,16,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/horse_9/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,horse_9,semantic_24_strokes,24,24,2,0.08333333333333333,8.333333333333332,2,0.041666666666666664,30.0,100,SDXL_semantic_overlap/horse_9/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,horse_9,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/horse_9/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,house_15,semantic_16_strokes,16,16,8,0.5,50.0,10,0.3125,30.0,100,SDXL_semantic_overlap/house_15/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,house_15,semantic_24_strokes,24,24,6,0.25,25.0,9,0.1875,30.0,100,SDXL_semantic_overlap/house_15/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,house_15,semantic_32_strokes,32,32,8,0.25,25.0,10,0.15625,30.0,100,SDXL_semantic_overlap/house_15/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,house_21,semantic_16_strokes,16,16,2,0.125,12.5,2,0.0625,30.0,100,SDXL_semantic_overlap/house_21/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,house_21,semantic_24_strokes,24,24,2,0.08333333333333333,8.333333333333332,2,0.041666666666666664,30.0,100,SDXL_semantic_overlap/house_21/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,house_21,semantic_32_strokes,32,32,2,0.0625,6.25,2,0.03125,30.0,100,SDXL_semantic_overlap/house_21/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,house_24,semantic_16_strokes,16,16,7,0.4375,43.75,8,0.25,30.0,100,SDXL_semantic_overlap/house_24/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,house_24,semantic_24_strokes,24,24,5,0.20833333333333334,20.833333333333336,6,0.125,30.0,100,SDXL_semantic_overlap/house_24/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,house_24,semantic_32_strokes,32,32,2,0.0625,6.25,2,0.03125,30.0,100,SDXL_semantic_overlap/house_24/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,house_27,semantic_16_strokes,16,16,1,0.0625,6.25,2,0.0625,30.0,100,SDXL_semantic_overlap/house_27/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,house_27,semantic_24_strokes,24,24,3,0.125,12.5,4,0.08333333333333333,30.0,100,SDXL_semantic_overlap/house_27/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,house_27,semantic_32_strokes,32,32,6,0.1875,18.75,6,0.09375,30.0,100,SDXL_semantic_overlap/house_27/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,house_7,semantic_16_strokes,16,16,10,0.625,62.5,13,0.40625,30.0,100,SDXL_semantic_overlap/house_7/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,house_7,semantic_24_strokes,24,24,4,0.16666666666666666,16.666666666666664,4,0.08333333333333333,30.0,100,SDXL_semantic_overlap/house_7/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,house_7,semantic_32_strokes,32,32,2,0.0625,6.25,2,0.03125,30.0,100,SDXL_semantic_overlap/house_7/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_0,semantic_16_strokes,16,16,6,0.375,37.5,6,0.1875,30.0,100,SDXL_semantic_overlap/rabbit_0/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_0,semantic_24_strokes,24,24,4,0.16666666666666666,16.666666666666664,6,0.125,30.0,100,SDXL_semantic_overlap/rabbit_0/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_0,semantic_32_strokes,32,32,5,0.15625,15.625,6,0.09375,30.0,100,SDXL_semantic_overlap/rabbit_0/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_1,semantic_16_strokes,16,16,3,0.1875,18.75,3,0.09375,30.0,100,SDXL_semantic_overlap/rabbit_1/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_1,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,2,0.041666666666666664,30.0,100,SDXL_semantic_overlap/rabbit_1/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_1,semantic_32_strokes,32,32,1,0.03125,3.125,2,0.03125,30.0,100,SDXL_semantic_overlap/rabbit_1/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_2,semantic_16_strokes,16,16,2,0.125,12.5,2,0.0625,30.0,100,SDXL_semantic_overlap/rabbit_2/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_2,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/rabbit_2/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_2,semantic_32_strokes,32,32,2,0.0625,6.25,2,0.03125,30.0,100,SDXL_semantic_overlap/rabbit_2/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_4,semantic_16_strokes,16,16,3,0.1875,18.75,3,0.09375,30.0,100,SDXL_semantic_overlap/rabbit_4/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_4,semantic_24_strokes,24,24,2,0.08333333333333333,8.333333333333332,2,0.041666666666666664,30.0,100,SDXL_semantic_overlap/rabbit_4/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_4,semantic_32_strokes,32,32,2,0.0625,6.25,2,0.03125,30.0,100,SDXL_semantic_overlap/rabbit_4/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_5,semantic_16_strokes,16,16,1,0.0625,6.25,1,0.03125,30.0,100,SDXL_semantic_overlap/rabbit_5/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_5,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,1,0.020833333333333332,30.0,100,SDXL_semantic_overlap/rabbit_5/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,rabbit_5,semantic_32_strokes,32,32,3,0.09375,9.375,4,0.0625,30.0,100,SDXL_semantic_overlap/rabbit_5/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_0,semantic_16_strokes,16,16,1,0.0625,6.25,1,0.03125,30.0,100,SDXL_semantic_overlap/teapot_0/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_0,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_0/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_0,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_0/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_1,semantic_16_strokes,16,16,1,0.0625,6.25,2,0.0625,30.0,100,SDXL_semantic_overlap/teapot_1/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_1,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,1,0.020833333333333332,30.0,100,SDXL_semantic_overlap/teapot_1/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_1,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_1/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_2,semantic_16_strokes,16,16,2,0.125,12.5,2,0.0625,30.0,100,SDXL_semantic_overlap/teapot_2/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_2,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_2/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_2,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_2/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_3,semantic_16_strokes,16,16,1,0.0625,6.25,1,0.03125,30.0,100,SDXL_semantic_overlap/teapot_3/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_3,semantic_24_strokes,24,24,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_3/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_3,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_3/semantic_32_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_4,semantic_16_strokes,16,16,2,0.125,12.5,2,0.0625,30.0,100,SDXL_semantic_overlap/teapot_4/semantic_16_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_4,semantic_24_strokes,24,24,1,0.041666666666666664,4.166666666666666,1,0.020833333333333332,30.0,100,SDXL_semantic_overlap/teapot_4/semantic_24_strokes/final_svg.svg
SDXL_semantic_overlap,teapot_4,semantic_32_strokes,32,32,0,0.0,0.0,0,0.0,30.0,100,SDXL_semantic_overlap/teapot_4/semantic_32_strokes/final_svg.svg
